timestamp,event,session_id,strategy_id,ticket,symbol,direction,volume,price,reason,signal_reason,equity,data_mode,pnl
2025-11-18T22:38:05,OPEN,mt5_import_20251121,imported,5668621152,GBPUSD,sell,0.13,1.31481,imported_history,,,live,
2025-11-18T22:38:05,CLOSE,mt5_import_20251121,imported,5668621135,EURUSD,buy,0.17,1.15811,imported_history,,,live,-0.34
2025-11-18T22:38:05,OPEN,mt5_import_20251121,imported,5668621121,EURUSD,buy,0.17,1.15813,imported_history,,,live,
2025-11-18T22:38:05,CLOSE,mt5_import_20251121,imported,5668621105,GBPUSD,buy,0.15,1.3148,imported_history,,,live,-0.6
2025-11-18T22:38:05,OPEN,mt5_import_20251121,imported,5668621105,GBPUSD,buy,0.15,1.31484,imported_history,,,live,
2025-11-18T22:38:05,CLOSE,mt5_import_20251121,imported,5668621097,EURUSD,buy,0.18,1.15811,imported_history,,,live,-0.36
2025-11-18T22:38:05,OPEN,mt5_import_20251121,imported,5668621097,EURUSD,buy,0.18,1.15813,imported_history,,,live,
2025-11-18T22:38:05,CLOSE,mt5_import_20251121,imported,5668621090,GBPUSD,buy,0.16,1.3148,imported_history,,,live,-0.64
2025-11-18T22:38:05,CLOSE,mt5_import_20251121,imported,5668621061,GBPUSD,sell,0.13,1.31484,imported_history,,,live,-0.39
2025-11-18T22:38:05,OPEN,mt5_import_20251121,imported,5668621090,GBPUSD,buy,0.16,1.31484,imported_history,,,live,
2025-11-18T22:38:06,CLOSE,mt5_import_20251121,imported,5668621121,EURUSD,buy,0.17,1.15811,imported_history,,,live,-0.34
2025-11-18T22:38:06,CLOSE,mt5_import_20251121,imported,5668621152,GBPUSD,sell,0.13,1.31484,imported_history,,,live,-0.39
2025-11-18T22:38:06,OPEN,mt5_import_20251121,imported,5668621190,GBPUSD,sell,0.12,1.31481,imported_history,,,live,
2025-11-18T22:38:06,CLOSE,mt5_import_20251121,imported,5668621190,GBPUSD,sell,0.12,1.31484,imported_history,,,live,-0.36
2025-11-18T22:38:06,OPEN,mt5_import_20251121,imported,5668621216,GBPUSD,sell,0.13,1.31481,imported_history,,,live,
2025-11-18T22:38:06,CLOSE,mt5_import_20251121,imported,5668621216,GBPUSD,sell,0.13,1.31484,imported_history,,,live,-0.39
2025-11-18T22:38:18,OPEN,mt5_import_20251121,imported,5668622567,GBPUSD,sell,0.13,1.31482,imported_history,,,live,
2025-11-18T22:38:18,CLOSE,mt5_import_20251121,imported,5668622555,EURUSD,sell,0.11,1.15813,imported_history,,,live,-0.22
2025-11-18T22:38:18,CLOSE,mt5_import_20251121,imported,5668622523,GBPUSD,buy,0.1,1.31482,imported_history,,,live,-0.4
2025-11-18T22:38:18,CLOSE,mt5_import_20251121,imported,5668622529,GBPUSD,buy,0.08,1.31482,imported_history,,,live,-0.32
2025-11-18T22:38:18,OPEN,mt5_import_20251121,imported,5668622529,GBPUSD,buy,0.08,1.31486,imported_history,,,live,
2025-11-18T22:38:18,OPEN,mt5_import_20251121,imported,5668622523,GBPUSD,buy,0.1,1.31486,imported_history,,,live,
2025-11-18T22:38:18,OPEN,mt5_import_20251121,imported,5668622555,EURUSD,sell,0.11,1.15811,imported_history,,,live,
2025-11-18T22:38:19,OPEN,mt5_import_20251121,imported,5668622679,EURUSD,buy,0.17,1.15818,imported_history,,,live,
2025-11-18T22:38:19,OPEN,mt5_import_20251121,imported,5668622713,GBPUSD,sell,0.13,1.31488,imported_history,,,live,
2025-11-18T22:38:19,CLOSE,mt5_import_20251121,imported,5668622679,EURUSD,buy,0.17,1.15813,imported_history,,,live,-0.85
2025-11-18T22:38:19,OPEN,mt5_import_20251121,imported,5668622642,EURUSD,buy,0.17,1.15813,imported_history,,,live,
2025-11-18T22:38:19,CLOSE,mt5_import_20251121,imported,5668622628,GBPUSD,buy,0.15,1.31482,imported_history,,,live,-0.6
2025-11-18T22:38:19,OPEN,mt5_import_20251121,imported,5668622628,GBPUSD,buy,0.15,1.31486,imported_history,,,live,
2025-11-18T22:38:19,CLOSE,mt5_import_20251121,imported,5668622619,EURUSD,buy,0.18,1.15811,imported_history,,,live,-0.36
2025-11-18T22:38:19,OPEN,mt5_import_20251121,imported,5668622619,EURUSD,buy,0.18,1.15813,imported_history,,,live,
2025-11-18T22:38:19,CLOSE,mt5_import_20251121,imported,5668622608,GBPUSD,buy,0.16,1.31482,imported_history,,,live,-0.64
2025-11-18T22:38:19,OPEN,mt5_import_20251121,imported,5668622608,GBPUSD,buy,0.16,1.31486,imported_history,,,live,
2025-11-18T22:38:19,CLOSE,mt5_import_20251121,imported,5668622567,GBPUSD,sell,0.13,1.31486,imported_history,,,live,-0.52
2025-11-18T22:38:20,CLOSE,mt5_import_20251121,imported,5668622642,EURUSD,buy,0.17,1.15813,imported_history,,,live,0.0
2025-11-18T22:38:20,CLOSE,mt5_import_20251121,imported,5668622713,GBPUSD,sell,0.13,1.31492,imported_history,,,live,-0.52
2025-11-18T22:38:20,OPEN,mt5_import_20251121,imported,5668622729,GBPUSD,sell,0.12,1.31488,imported_history,,,live,
2025-11-18T22:38:20,CLOSE,mt5_import_20251121,imported,5668622729,GBPUSD,sell,0.12,1.31492,imported_history,,,live,-0.48
2025-11-18T22:38:20,OPEN,mt5_import_20251121,imported,5668622738,GBPUSD,sell,0.13,1.31488,imported_history,,,live,
2025-11-18T22:38:20,CLOSE,mt5_import_20251121,imported,5668622738,GBPUSD,sell,0.13,1.31492,imported_history,,,live,-0.52
2025-11-18T22:38:32,OPEN,mt5_import_20251121,imported,5668623994,GBPUSD,sell,0.13,1.31486,imported_history,,,live,
2025-11-18T22:38:32,CLOSE,mt5_import_20251121,imported,5668623978,EURUSD,sell,0.11,1.15817,imported_history,,,live,0.0
2025-11-18T22:38:32,CLOSE,mt5_import_20251121,imported,5668623946,GBPUSD,buy,0.1,1.31486,imported_history,,,live,-0.4
2025-11-18T22:38:32,CLOSE,mt5_import_20251121,imported,5668623963,GBPUSD,buy,0.08,1.31486,imported_history,,,live,-0.32
2025-11-18T22:38:32,OPEN,mt5_import_20251121,imported,5668623963,GBPUSD,buy,0.08,1.3149,imported_history,,,live,
2025-11-18T22:38:32,OPEN,mt5_import_20251121,imported,5668623946,GBPUSD,buy,0.1,1.3149,imported_history,,,live,
2025-11-18T22:38:32,OPEN,mt5_import_20251121,imported,5668623978,EURUSD,sell,0.11,1.15817,imported_history,,,live,
2025-11-18T22:38:33,OPEN,mt5_import_20251121,imported,5668624194,EURUSD,buy,0.17,1.15817,imported_history,,,live,
2025-11-18T22:38:33,OPEN,mt5_import_20251121,imported,5668624223,GBPUSD,sell,0.13,1.31486,imported_history,,,live,
2025-11-18T22:38:33,CLOSE,mt5_import_20251121,imported,5668624194,EURUSD,buy,0.17,1.15815,imported_history,,,live,-0.34
2025-11-18T22:38:33,OPEN,mt5_import_20251121,imported,5668624112,EURUSD,buy,0.17,1.15817,imported_history,,,live,
2025-11-18T22:38:33,CLOSE,mt5_import_20251121,imported,5668624082,GBPUSD,buy,0.15,1.31486,imported_history,,,live,-0.6
2025-11-18T22:38:33,OPEN,mt5_import_20251121,imported,5668624082,GBPUSD,buy,0.15,1.3149,imported_history,,,live,
2025-11-18T22:38:33,CLOSE,mt5_import_20251121,imported,5668624059,EURUSD,buy,0.18,1.15815,imported_history,,,live,-0.36
2025-11-18T22:38:33,OPEN,mt5_import_20251121,imported,5668624059,EURUSD,buy,0.18,1.15817,imported_history,,,live,
2025-11-18T22:38:33,CLOSE,mt5_import_20251121,imported,5668624052,GBPUSD,buy,0.16,1.31486,imported_history,,,live,-0.64
2025-11-18T22:38:33,CLOSE,mt5_import_20251121,imported,5668623994,GBPUSD,sell,0.13,1.3149,imported_history,,,live,-0.52
2025-11-18T22:38:33,OPEN,mt5_import_20251121,imported,5668624052,GBPUSD,buy,0.16,1.3149,imported_history,,,live,
2025-11-18T22:38:34,CLOSE,mt5_import_20251121,imported,5668624112,EURUSD,buy,0.17,1.15815,imported_history,,,live,-0.34
2025-11-18T22:38:34,CLOSE,mt5_import_20251121,imported,5668624223,GBPUSD,sell,0.13,1.3149,imported_history,,,live,-0.52
2025-11-18T22:38:34,OPEN,mt5_import_20251121,imported,5668624244,GBPUSD,sell,0.12,1.31486,imported_history,,,live,
2025-11-18T22:38:34,CLOSE,mt5_import_20251121,imported,5668624244,GBPUSD,sell,0.12,1.3149,imported_history,,,live,-0.48
2025-11-18T22:38:34,OPEN,mt5_import_20251121,imported,5668624255,GBPUSD,sell,0.13,1.31486,imported_history,,,live,
2025-11-18T22:38:34,CLOSE,mt5_import_20251121,imported,5668624255,GBPUSD,sell,0.13,1.3149,imported_history,,,live,-0.52
2025-11-18T22:38:46,OPEN,mt5_import_20251121,imported,5668626400,GBPUSD,sell,0.13,1.31487,imported_history,,,live,
2025-11-18T22:38:46,CLOSE,mt5_import_20251121,imported,5668626397,EURUSD,sell,0.11,1.15816,imported_history,,,live,-0.22
2025-11-18T22:38:46,CLOSE,mt5_import_20251121,imported,5668626367,GBPUSD,buy,0.1,1.31487,imported_history,,,live,-0.4
2025-11-18T22:38:46,CLOSE,mt5_import_20251121,imported,5668626379,GBPUSD,buy,0.08,1.31487,imported_history,,,live,-0.32
2025-11-18T22:38:46,OPEN,mt5_import_20251121,imported,5668626379,GBPUSD,buy,0.08,1.31491,imported_history,,,live,
2025-11-18T22:38:46,OPEN,mt5_import_20251121,imported,5668626367,GBPUSD,buy,0.1,1.31491,imported_history,,,live,
2025-11-18T22:38:46,OPEN,mt5_import_20251121,imported,5668626397,EURUSD,sell,0.11,1.15814,imported_history,,,live,
2025-11-18T22:38:47,OPEN,mt5_import_20251121,imported,5668626549,EURUSD,buy,0.17,1.15816,imported_history,,,live,
2025-11-18T22:38:47,OPEN,mt5_import_20251121,imported,5668626609,GBPUSD,sell,0.13,1.3149,imported_history,,,live,
2025-11-18T22:38:47,CLOSE,mt5_import_20251121,imported,5668626549,EURUSD,buy,0.17,1.15814,imported_history,,,live,-0.34
2025-11-18T22:38:47,OPEN,mt5_import_20251121,imported,5668626491,EURUSD,buy,0.17,1.15816,imported_history,,,live,
2025-11-18T22:38:47,CLOSE,mt5_import_20251121,imported,5668626470,GBPUSD,buy,0.15,1.31487,imported_history,,,live,-0.6
2025-11-18T22:38:47,OPEN,mt5_import_20251121,imported,5668626470,GBPUSD,buy,0.15,1.31491,imported_history,,,live,
2025-11-18T22:38:47,CLOSE,mt5_import_20251121,imported,5668626452,EURUSD,buy,0.18,1.15814,imported_history,,,live,-0.36
2025-11-18T22:38:47,OPEN,mt5_import_20251121,imported,5668626452,EURUSD,buy,0.18,1.15816,imported_history,,,live,
2025-11-18T22:38:47,CLOSE,mt5_import_20251121,imported,5668626443,GBPUSD,buy,0.16,1.31487,imported_history,,,live,-0.64
2025-11-18T22:38:47,CLOSE,mt5_import_20251121,imported,5668626400,GBPUSD,sell,0.13,1.31491,imported_history,,,live,-0.52
2025-11-18T22:38:47,OPEN,mt5_import_20251121,imported,5668626443,GBPUSD,buy,0.16,1.31491,imported_history,,,live,
2025-11-18T22:38:48,CLOSE,mt5_import_20251121,imported,5668626491,EURUSD,buy,0.17,1.15814,imported_history,,,live,-0.34
2025-11-18T22:38:48,CLOSE,mt5_import_20251121,imported,5668626609,GBPUSD,sell,0.13,1.31494,imported_history,,,live,-0.52
2025-11-18T22:38:48,OPEN,mt5_import_20251121,imported,5668626647,GBPUSD,sell,0.12,1.3149,imported_history,,,live,
2025-11-18T22:38:48,CLOSE,mt5_import_20251121,imported,5668626647,GBPUSD,sell,0.12,1.31494,imported_history,,,live,-0.48
2025-11-18T22:38:48,OPEN,mt5_import_20251121,imported,5668626662,GBPUSD,sell,0.13,1.3149,imported_history,,,live,
2025-11-18T22:38:48,CLOSE,mt5_import_20251121,imported,5668626662,GBPUSD,sell,0.13,1.31495,imported_history,,,live,-0.65
2025-11-18T22:39:00,CLOSE,mt5_import_20251121,imported,5668628920,GBPUSD,sell,0.13,1.31495,imported_history,,,live,-0.52
2025-11-18T22:39:00,OPEN,mt5_import_20251121,imported,5668628920,GBPUSD,sell,0.13,1.31491,imported_history,,,live,
2025-11-18T22:39:00,CLOSE,mt5_import_20251121,imported,5668628880,EURUSD,sell,0.11,1.15816,imported_history,,,live,-0.22
2025-11-18T22:39:00,CLOSE,mt5_import_20251121,imported,5668628843,GBPUSD,buy,0.1,1.31491,imported_history,,,live,-0.4
2025-11-18T22:39:00,CLOSE,mt5_import_20251121,imported,5668628859,GBPUSD,buy,0.08,1.31491,imported_history,,,live,-0.32
2025-11-18T22:39:00,OPEN,mt5_import_20251121,imported,5668628859,GBPUSD,buy,0.08,1.31495,imported_history,,,live,
2025-11-18T22:39:00,OPEN,mt5_import_20251121,imported,5668628843,GBPUSD,buy,0.1,1.31495,imported_history,,,live,
2025-11-18T22:39:00,OPEN,mt5_import_20251121,imported,5668628880,EURUSD,sell,0.11,1.15814,imported_history,,,live,
2025-11-18T22:39:01,OPEN,mt5_import_20251121,imported,5668629043,EURUSD,buy,0.17,1.15816,imported_history,,,live,
2025-11-18T22:39:01,OPEN,mt5_import_20251121,imported,5668629056,GBPUSD,sell,0.13,1.31491,imported_history,,,live,
2025-11-18T22:39:01,CLOSE,mt5_import_20251121,imported,5668629043,EURUSD,buy,0.17,1.15814,imported_history,,,live,-0.34
2025-11-18T22:39:01,CLOSE,mt5_import_20251121,imported,5668629023,EURUSD,buy,0.17,1.15814,imported_history,,,live,-0.34
2025-11-18T22:39:01,CLOSE,mt5_import_20251121,imported,5668628999,GBPUSD,buy,0.15,1.31491,imported_history,,,live,-0.6
2025-11-18T22:39:01,OPEN,mt5_import_20251121,imported,5668628999,GBPUSD,buy,0.15,1.31495,imported_history,,,live,
2025-11-18T22:39:01,CLOSE,mt5_import_20251121,imported,5668628991,EURUSD,buy,0.18,1.15814,imported_history,,,live,-0.36
2025-11-18T22:39:01,OPEN,mt5_import_20251121,imported,5668628991,EURUSD,buy,0.18,1.15816,imported_history,,,live,
2025-11-18T22:39:01,OPEN,mt5_import_20251121,imported,5668628987,GBPUSD,buy,0.16,1.31495,imported_history,,,live,
2025-11-18T22:39:01,CLOSE,mt5_import_20251121,imported,5668628987,GBPUSD,buy,0.16,1.31491,imported_history,,,live,-0.64
2025-11-18T22:39:01,OPEN,mt5_import_20251121,imported,5668629023,EURUSD,buy,0.17,1.15816,imported_history,,,live,
2025-11-18T22:39:02,CLOSE,mt5_import_20251121,imported,5668629056,GBPUSD,sell,0.13,1.31495,imported_history,,,live,-0.52
2025-11-18T22:39:02,OPEN,mt5_import_20251121,imported,5668629084,GBPUSD,sell,0.12,1.31491,imported_history,,,live,
2025-11-18T22:39:02,CLOSE,mt5_import_20251121,imported,5668629084,GBPUSD,sell,0.12,1.31495,imported_history,,,live,-0.48
2025-11-18T22:39:02,OPEN,mt5_import_20251121,imported,5668629099,GBPUSD,sell,0.13,1.31491,imported_history,,,live,
2025-11-18T22:39:02,CLOSE,mt5_import_20251121,imported,5668629099,GBPUSD,sell,0.13,1.31495,imported_history,,,live,-0.52
2025-11-18T22:39:14,OPEN,mt5_import_20251121,imported,5668630642,GBPUSD,buy,0.08,1.31488,imported_history,,,live,
2025-11-18T22:39:14,CLOSE,mt5_import_20251121,imported,5668630695,GBPUSD,sell,0.13,1.31489,imported_history,,,live,-0.52
2025-11-18T22:39:14,OPEN,mt5_import_20251121,imported,5668630695,GBPUSD,sell,0.13,1.31485,imported_history,,,live,
2025-11-18T22:39:14,OPEN,mt5_import_20251121,imported,5668630619,GBPUSD,buy,0.1,1.31488,imported_history,,,live,
2025-11-18T22:39:14,OPEN,mt5_import_20251121,imported,5668630674,EURUSD,sell,0.11,1.15814,imported_history,,,live,
2025-11-18T22:39:14,CLOSE,mt5_import_20251121,imported,5668630642,GBPUSD,buy,0.08,1.31484,imported_history,,,live,-0.32
2025-11-18T22:39:14,CLOSE,mt5_import_20251121,imported,5668630619,GBPUSD,buy,0.1,1.31485,imported_history,,,live,-0.3
2025-11-18T22:39:14,CLOSE,mt5_import_20251121,imported,5668630674,EURUSD,sell,0.11,1.15816,imported_history,,,live,-0.22
2025-11-18T22:39:15,CLOSE,mt5_import_20251121,imported,5668630819,EURUSD,buy,0.17,1.15814,imported_history,,,live,-0.34
2025-11-18T22:39:15,OPEN,mt5_import_20251121,imported,5668630819,EURUSD,buy,0.17,1.15816,imported_history,,,live,
2025-11-18T22:39:15,OPEN,mt5_import_20251121,imported,5668630845,GBPUSD,sell,0.13,1.31484,imported_history,,,live,
2025-11-18T22:39:15,CLOSE,mt5_import_20251121,imported,5668630795,EURUSD,buy,0.17,1.15814,imported_history,,,live,-0.17
2025-11-18T22:39:15,CLOSE,mt5_import_20251121,imported,5668630763,GBPUSD,buy,0.15,1.31484,imported_history,,,live,-0.75
2025-11-18T22:39:15,OPEN,mt5_import_20251121,imported,5668630763,GBPUSD,buy,0.15,1.31489,imported_history,,,live,
2025-11-18T22:39:15,CLOSE,mt5_import_20251121,imported,5668630751,EURUSD,buy,0.18,1.15813,imported_history,,,live,-0.54
2025-11-18T22:39:15,OPEN,mt5_import_20251121,imported,5668630751,EURUSD,buy,0.18,1.15816,imported_history,,,live,
2025-11-18T22:39:15,OPEN,mt5_import_20251121,imported,5668630748,GBPUSD,buy,0.16,1.31489,imported_history,,,live,
2025-11-18T22:39:15,CLOSE,mt5_import_20251121,imported,5668630748,GBPUSD,buy,0.16,1.31484,imported_history,,,live,-0.8
2025-11-18T22:39:15,OPEN,mt5_import_20251121,imported,5668630795,EURUSD,buy,0.17,1.15815,imported_history,,,live,
2025-11-18T22:39:16,CLOSE,mt5_import_20251121,imported,5668630845,GBPUSD,sell,0.13,1.31489,imported_history,,,live,-0.65
2025-11-18T22:39:16,OPEN,mt5_import_20251121,imported,5668630868,GBPUSD,sell,0.12,1.31484,imported_history,,,live,
2025-11-18T22:39:16,CLOSE,mt5_import_20251121,imported,5668630868,GBPUSD,sell,0.12,1.31489,imported_history,,,live,-0.6
2025-11-18T22:39:16,OPEN,mt5_import_20251121,imported,5668630872,GBPUSD,sell,0.13,1.31484,imported_history,,,live,
2025-11-18T22:39:16,CLOSE,mt5_import_20251121,imported,5668630872,GBPUSD,sell,0.13,1.31489,imported_history,,,live,-0.65
2025-11-18T22:39:28,OPEN,mt5_import_20251121,imported,5668632511,GBPUSD,buy,0.08,1.31491,imported_history,,,live,
2025-11-18T22:39:28,CLOSE,mt5_import_20251121,imported,5668632582,GBPUSD,sell,0.13,1.31492,imported_history,,,live,-0.52
2025-11-18T22:39:28,OPEN,mt5_import_20251121,imported,5668632582,GBPUSD,sell,0.13,1.31488,imported_history,,,live,
2025-11-18T22:39:28,OPEN,mt5_import_20251121,imported,5668632503,GBPUSD,buy,0.1,1.31491,imported_history,,,live,
2025-11-18T22:39:28,OPEN,mt5_import_20251121,imported,5668632572,EURUSD,sell,0.11,1.15811,imported_history,,,live,
2025-11-18T22:39:28,CLOSE,mt5_import_20251121,imported,5668632511,GBPUSD,buy,0.08,1.31488,imported_history,,,live,-0.24
2025-11-18T22:39:28,CLOSE,mt5_import_20251121,imported,5668632503,GBPUSD,buy,0.1,1.31487,imported_history,,,live,-0.4
2025-11-18T22:39:28,CLOSE,mt5_import_20251121,imported,5668632572,EURUSD,sell,0.11,1.15813,imported_history,,,live,-0.22
2025-11-18T22:39:29,OPEN,mt5_import_20251121,imported,5668632690,EURUSD,buy,0.17,1.15813,imported_history,,,live,
2025-11-18T22:39:29,CLOSE,mt5_import_20251121,imported,5668632652,GBPUSD,buy,0.15,1.31488,imported_history,,,live,-0.6
2025-11-18T22:39:29,OPEN,mt5_import_20251121,imported,5668632707,GBPUSD,sell,0.13,1.31488,imported_history,,,live,
2025-11-18T22:39:29,CLOSE,mt5_import_20251121,imported,5668632690,EURUSD,buy,0.17,1.15811,imported_history,,,live,-0.34
2025-11-18T22:39:29,CLOSE,mt5_import_20251121,imported,5668632664,EURUSD,buy,0.17,1.15811,imported_history,,,live,-0.34
2025-11-18T22:39:29,OPEN,mt5_import_20251121,imported,5668632652,GBPUSD,buy,0.15,1.31492,imported_history,,,live,
2025-11-18T22:39:29,CLOSE,mt5_import_20251121,imported,5668632646,EURUSD,buy,0.18,1.15811,imported_history,,,live,-0.36
2025-11-18T22:39:29,OPEN,mt5_import_20251121,imported,5668632646,EURUSD,buy,0.18,1.15813,imported_history,,,live,
2025-11-18T22:39:29,CLOSE,mt5_import_20251121,imported,5668632642,GBPUSD,buy,0.16,1.31488,imported_history,,,live,-0.64
2025-11-18T22:39:29,OPEN,mt5_import_20251121,imported,5668632664,EURUSD,buy,0.17,1.15813,imported_history,,,live,
2025-11-18T22:39:29,OPEN,mt5_import_20251121,imported,5668632642,GBPUSD,buy,0.16,1.31492,imported_history,,,live,
2025-11-18T22:39:30,CLOSE,mt5_import_20251121,imported,5668632707,GBPUSD,sell,0.13,1.31492,imported_history,,,live,-0.52
2025-11-18T22:39:30,OPEN,mt5_import_20251121,imported,5668632722,GBPUSD,sell,0.12,1.31488,imported_history,,,live,
2025-11-18T22:39:30,CLOSE,mt5_import_20251121,imported,5668632722,GBPUSD,sell,0.12,1.31492,imported_history,,,live,-0.48
2025-11-18T22:39:30,OPEN,mt5_import_20251121,imported,5668632731,GBPUSD,sell,0.13,1.31488,imported_history,,,live,
2025-11-18T22:39:30,CLOSE,mt5_import_20251121,imported,5668632731,GBPUSD,sell,0.13,1.31492,imported_history,,,live,-0.52
2025-11-18T22:39:42,OPEN,mt5_import_20251121,imported,5668634430,GBPUSD,sell,0.13,1.31487,imported_history,,,live,
2025-11-18T22:39:42,CLOSE,mt5_import_20251121,imported,5668634424,EURUSD,sell,0.11,1.15818,imported_history,,,live,-0.22
2025-11-18T22:39:42,OPEN,mt5_import_20251121,imported,5668634396,GBPUSD,buy,0.1,1.31491,imported_history,,,live,
2025-11-18T22:39:42,CLOSE,mt5_import_20251121,imported,5668634407,GBPUSD,buy,0.08,1.31487,imported_history,,,live,-0.32
2025-11-18T22:39:42,OPEN,mt5_import_20251121,imported,5668634407,GBPUSD,buy,0.08,1.31491,imported_history,,,live,
2025-11-18T22:39:42,CLOSE,mt5_import_20251121,imported,5668634396,GBPUSD,buy,0.1,1.31487,imported_history,,,live,-0.4
2025-11-18T22:39:42,OPEN,mt5_import_20251121,imported,5668634424,EURUSD,sell,0.11,1.15816,imported_history,,,live,
2025-11-18T22:39:43,CLOSE,mt5_import_20251121,imported,5668634535,EURUSD,buy,0.17,1.15817,imported_history,,,live,-0.34
2025-11-18T22:39:43,OPEN,mt5_import_20251121,imported,5668634535,EURUSD,buy,0.17,1.15819,imported_history,,,live,
2025-11-18T22:39:43,OPEN,mt5_import_20251121,imported,5668634559,GBPUSD,sell,0.13,1.31485,imported_history,,,live,
2025-11-18T22:39:43,OPEN,mt5_import_20251121,imported,5668634519,EURUSD,buy,0.17,1.15819,imported_history,,,live,
2025-11-18T22:39:43,OPEN,mt5_import_20251121,imported,5668634495,GBPUSD,buy,0.15,1.31491,imported_history,,,live,
2025-11-18T22:39:43,CLOSE,mt5_import_20251121,imported,5668634495,GBPUSD,buy,0.15,1.31485,imported_history,,,live,-0.9
2025-11-18T22:39:43,CLOSE,mt5_import_20251121,imported,5668634487,EURUSD,buy,0.18,1.15817,imported_history,,,live,-0.18
2025-11-18T22:39:43,OPEN,mt5_import_20251121,imported,5668634487,EURUSD,buy,0.18,1.15818,imported_history,,,live,
2025-11-18T22:39:43,CLOSE,mt5_import_20251121,imported,5668634477,GBPUSD,buy,0.16,1.31487,imported_history,,,live,-0.64
2025-11-18T22:39:43,OPEN,mt5_import_20251121,imported,5668634477,GBPUSD,buy,0.16,1.31491,imported_history,,,live,
2025-11-18T22:39:43,CLOSE,mt5_import_20251121,imported,5668634430,GBPUSD,sell,0.13,1.31491,imported_history,,,live,-0.52
2025-11-18T22:39:44,CLOSE,mt5_import_20251121,imported,5668634519,EURUSD,buy,0.17,1.15817,imported_history,,,live,-0.34
2025-11-18T22:39:44,CLOSE,mt5_import_20251121,imported,5668634559,GBPUSD,sell,0.13,1.3149,imported_history,,,live,-0.65
2025-11-18T22:39:44,OPEN,mt5_import_20251121,imported,5668634579,GBPUSD,sell,0.12,1.31485,imported_history,,,live,
2025-11-18T22:39:44,CLOSE,mt5_import_20251121,imported,5668634579,GBPUSD,sell,0.12,1.3149,imported_history,,,live,-0.6
